key,trades,profit_mean,profit_mean_pct,profit_total_abs,profit_total,profit_total_pct,duration_avg,wins,draws,losses,winrate,cagr,expectancy,expectancy_ratio,sortino,sharpe,calmar,sqn,profit_factor,max_drawdown_account,max_drawdown_abs,period
DOGE/USDT:USDT,166,0.010118885792117657,1.01,708.17270912,7.0817270912,708.17,1:15:00,121,0,45,0.7289156626506024,63.57275595412318,4.266100657349396,0.2773492890198108,3.942167473069492,3.5520202575090747,93.16870569371454,2.6328,2.0231107106064132,0.7935320396837687,140.73331969999998,2022-07-01 00:00:00 to 2022-12-31 00:00:00
ETC/USDT:USDT,113,0.01729544104122055,1.73,484.5890032100001,4.845890032100001,484.59,1:12:00,86,0,27,0.7610619469026548,32.84627216506719,4.288398258495576,0.2619081672315622,3.0166517796835066,2.7909429452438874,66.19638387011196,2.5037,2.0961341813765384,0.7642485637037016,113.63881448000001,2022-07-01 00:00:00 to 2022-12-31 00:00:00
ATOM/USDT:USDT,152,0.013587667397111322,1.36,449.32922308,4.4932922308,449.33,1:00:00,110,0,42,0.7236842105263158,28.896655328838133,2.956113309736841,0.2062857734239698,3.3273493377290957,2.829422297171669,300.4738228724215,2.191,1.7465580371534146,0.156118138695125,99.14646971000002,2022-07-01 00:00:00 to 2022-12-31 00:00:00
LTC/USDT:USDT,154,0.008697207411341846,0.87,384.76699045999993,3.847669904599999,384.77,1:13:00,106,0,48,0.6883116883116883,22.29807273549611,2.498486951038961,0.18190249670776515,2.9305156196602056,2.3165225417674318,126.39861845550415,1.7822,1.5836038436040794,0.31779775271734984,116.32923581,2022-07-01 00:00:00 to 2022-12-31 00:00:00
ETH/USDT:USDT,180,0.013435196743006915,1.34,360.65103332,3.6065103332,360.65,1:21:00,123,0,57,0.6833333333333333,20.04355529818155,2.003616851777778,0.17761493922401783,1.461695937003448,1.9651274519027648,110.81209049390914,1.3991,1.560889281760056,0.3397780936162233,226.7610829799999,2022-07-01 00:00:00 to 2022-12-31 00:00:00
BNB/USDT:USDT,164,0.008660296037646117,0.87,351.94659913,3.5194659912999997,351.95,1:38:00,113,0,51,0.6890243902439024,19.257905195240724,2.146015848353659,0.24284383719435998,3.0372254383076367,2.8308008610393194,85.61710682377061,2.1109,1.780909594115197,0.42915242152299743,107.20257826,2022-07-01 00:00:00 to 2022-12-31 00:00:00
LINK/USDT:USDT,183,0.009124478819999638,0.91,312.66997554,3.1266997554,312.67,1:17:00,132,0,51,0.7213114754098361,15.898252466811812,1.708579101311475,0.09723060775476666,1.2716148017963829,1.5837338236296747,65.56296102345661,1.1183,1.348886298414163,0.4978780303327308,277.9035989,2022-07-01 00:00:00 to 2022-12-31 00:00:00
XRP/USDT:USDT,173,0.01219120391554706,1.22,244.20625137999997,2.4420625138,244.21,1:35:00,126,0,47,0.7283236994219653,10.76803825184685,1.4115968287861271,0.08273685756717652,1.5182149612620557,1.5331444844190216,61.71393475856862,1.1133,1.304542050194075,0.41311301984263926,175.51085898999995,2022-07-01 00:00:00 to 2022-12-31 00:00:00
DOT/USDT:USDT,175,0.007521193022629579,0.75,235.50705383999994,2.3550705383999992,235.51,1:21:00,122,0,53,0.6971428571428572,10.182286733416397,1.3457545933714283,0.10513083187647254,1.0509759290674527,1.3758982035410101,52.849905404694496,0.9934,1.3471301052525038,0.4652164337012163,166.12085070999998,2022-07-01 00:00:00 to 2022-12-31 00:00:00
AVAX/USDT:USDT,187,0.007875660596609602,0.79,103.44160564999999,1.0344160564999998,103.44,1:21:00,126,0,61,0.6737967914438503,3.122817268184548,0.5531636665775386,0.028001627878117885,0.4209524393359308,0.4733301426504138,9.905080280806432,0.3307,1.0858410559542295,1.0902663188541593,366.37430044,2022-07-01 00:00:00 to 2022-12-31 00:00:00
FIL/USDT:USDT,145,0.0002454005224594625,0.02,85.52131361000005,0.8552131361000005,85.52,1:29:00,93,0,52,0.6413793103448275,2.4302122108809288,0.5898021628275849,0.0346631647842659,0.40920735054408824,0.42004645532639284,8.146092415306681,0.333,1.0966569018022805,1.0960247789309723,376.87101590000003,2022-07-01 00:00:00 to 2022-12-31 00:00:00
NEAR/USDT:USDT,145,0.013023656089227202,1.3,63.22271076000004,0.6322271076000004,63.22,1:04:00,102,0,43,0.7034482758620689,1.6570421078845907,0.43601869489655076,0.020562210373292977,0.19942096301726825,0.26462420644473017,10.729355699641491,0.2098,1.0693376861424997,0.6151695241183761,243.50447843999999,2022-07-01 00:00:00 to 2022-12-31 00:00:00
BTC/USDT:USDT,170,0.00377571893274586,0.38,38.285121340000046,0.38285121340000045,38.29,2:25:00,117,0,53,0.6882352941176471,0.9088932639665928,0.22520659611764637,0.01872532831983076,0.24497497555509268,0.2987776260000908,7.345254541646033,0.2189,1.060062373856061,0.544149857770483,165.07141742,2022-07-01 00:00:00 to 2022-12-31 00:00:00
SOL/USDT:USDT,196,-0.0006515483588889529,-0.07,-134.43711817000002,-1.3443711817000001,-134.44,1:12:00,135,0,61,0.6887755102040817,0.0,-0.6859036641326544,-0.028285507972724555,-0.3905644835988319,-0.5046144638680516,-4.743456719911196,-0.3444,0.9091154170056714,2.9588271450778865,409.9878523300001,2022-07-01 00:00:00 to 2022-12-31 00:00:00
